Thẻ,Loại,Cấp,Thành phần,Giống Kanji,Onyomi,Kunyomi,Nanori,Đọc Chính,Đọc,Nghĩa Chính,Nghĩa Phụ
休む,vocab,4,休,N/A,N/A,N/A,N/A,やすむ,やすむ,Nghỉ,Nghỉ Ngơi
休息,vocab,54,"休,息",N/A,N/A,N/A,N/A,きゅうそく,きゅうそく,Nghỉ Ngơi,Giải Lao
休憩,vocab,59,"休,憩",N/A,N/A,N/A,N/A,きゅうけい,きゅうけい,Giải Lao,
休日,vocab,4,"休,日",N/A,N/A,N/A,N/A,きゅうじつ,きゅうじつ,Ngày Nghỉ,
休暇,vocab,59,"休,暇",N/A,N/A,N/A,N/A,きゅうか,きゅうか,Nghỉ,"Ngày Nghỉ, Kỳ Nghỉ"
会う,vocab,7,会,N/A,N/A,N/A,N/A,あう,あう,Gặp,
会場,vocab,10,"会,場",N/A,N/A,N/A,N/A,かいじょう,かいじょう,Hội Trường,
会社,vocab,7,"会,社",N/A,N/A,N/A,N/A,かいしゃ,かいしゃ,Công Ty,
会社員,vocab,16,"会,社,員",N/A,N/A,N/A,N/A,かいしゃいん,かいしゃいん,Nhân Viên,Nhân Viên Công Ty
会話,vocab,9,"会,話",N/A,N/A,N/A,N/A,かいわ,かいわ,Hội Thoại,
会談,vocab,33,"会,談",N/A,N/A,N/A,N/A,かいだん,かいだん,Hội Đàm,
会議,vocab,39,"会,議",N/A,N/A,N/A,N/A,かいぎ,かいぎ,Họp,Cuộc Họp
会長,vocab,7,"会,長",N/A,N/A,N/A,N/A,かいちょう,かいちょう,Hội Trưởng,
伝える,vocab,22,伝,N/A,N/A,N/A,N/A,つたえる,つたえる,Truyền Đạt,
伝わる,vocab,22,伝,N/A,N/A,N/A,N/A,つたわる,つたわる,Được Truyền Đạt,
伝染,vocab,29,"伝,染",N/A,N/A,N/A,N/A,でんせん,でんせん,Truyền Nhiễm,
伝統,vocab,22,"伝,統",N/A,N/A,N/A,N/A,でんとう,でんとう,Truyền Thống,
伝記,vocab,40,"伝,記",N/A,N/A,N/A,N/A,でんき,でんき,Tiểu Sử,
伝説,vocab,22,"伝,説",N/A,N/A,N/A,N/A,でんせつ,でんせつ,Truyền Thuyết,
伯母,vocab,43,"伯,母",N/A,N/A,N/A,N/A,おば,おば,Bác,Bác Gái
伯父,vocab,43,"伯,父",N/A,N/A,N/A,N/A,おじ,おじ,Bác,Bác Trai
伴う,vocab,31,伴,N/A,N/A,N/A,N/A,ともなう,ともなう,Đi Cùng,Đồng Hành
伸ばす,vocab,27,伸,N/A,N/A,N/A,N/A,のばす,のばす,Để Dài Ra,"Duỗi, Căng"
伸びる,vocab,27,伸,N/A,N/A,N/A,N/A,のびる,のびる,Dài Ra,Nở Ra
伺う,vocab,41,伺,N/A,N/A,N/A,N/A,うかがう,うかがう,Thăm,Hỏi
似る,vocab,36,似,N/A,N/A,N/A,N/A,にる,にる,Giống,
似合う,vocab,36,"似,合",N/A,N/A,N/A,N/A,にあう,にあう,Hợp,
位置,vocab,28,"位,置",N/A,N/A,N/A,N/A,いち,いち,Vị Trí,
低い,vocab,39,低,N/A,N/A,N/A,N/A,ひくい,ひくい,Thấp,
低下,vocab,39,"低,下",N/A,N/A,N/A,N/A,ていか,ていか,Suy Giảm,
住む,vocab,15,住,N/A,N/A,N/A,N/A,すむ,すむ,Sống Ở,Cư Trú
住宅,vocab,18,"住,宅",N/A,N/A,N/A,N/A,じゅうたく,じゅうたく,Nhà Ở,
住宅街,vocab,19,"住,宅,街",N/A,N/A,N/A,N/A,じゅうたくがい,じゅうたくがい,Khu Dân Cư,
住居,vocab,15,"住,居",N/A,N/A,N/A,N/A,じゅうきょ,じゅうきょ,Chỗ Ở,
住所,vocab,15,"住,所",N/A,N/A,N/A,N/A,じゅうしょ,じゅうしょ,Địa Chỉ,
住民,vocab,15,"住,民",N/A,N/A,N/A,N/A,じゅうみん,じゅうみん,Cư Dân,Dân Cư
体,vocab,8,体,N/A,N/A,N/A,N/A,からだ,からだ,Cơ Thể,
体力,vocab,8,"体,力",N/A,N/A,N/A,N/A,たいりょく,たいりょく,Thể Lực,
体操,vocab,70,"体,操",N/A,N/A,N/A,N/A,たいそう,たいそう,TDDC,Thể Dục Dụng Cụ
体温,vocab,28,"体,温",N/A,N/A,N/A,N/A,たいおん,たいおん,Nhiệt Độ,Nhiệt Độ Cơ Thể
体積,vocab,35,"体,積",N/A,N/A,N/A,N/A,たいせき,たいせき,Thể Tích,
体系,vocab,23,"体,系",N/A,N/A,N/A,N/A,たいけい,たいけい,Hệ Thống,
体育,vocab,39,"体,育",N/A,N/A,N/A,N/A,たいいく,たいいく,Thể Dục,
体育祭,vocab,39,"体,育,祭",N/A,N/A,N/A,N/A,たいいくさい,たいいくさい,Taiikusai,Lễ Hội Thể Thao
体重,vocab,11,"体,重",N/A,N/A,N/A,N/A,たいじゅう,たいじゅう,Thể Trọng,Cân Nặng
体験,vocab,25,"体,験",N/A,N/A,N/A,N/A,たいけん,たいけん,Trải Nghiệm,
何,vocab,9,何,N/A,N/A,N/A,N/A,なに,"なに, なん",Cái Gì,Bao Nhiêu
何人,vocab,9,"何,人",N/A,N/A,N/A,N/A,なんにん,なんにん,Bao Nhiêu Người,
何処,vocab,34,"何,処",N/A,N/A,N/A,N/A,どこ,どこ,Đâu,
何故,vocab,52,"何,故",N/A,N/A,N/A,N/A,なぜ,なぜ,Tại Sao,
何時,vocab,9,"何,時",N/A,N/A,N/A,N/A,なんじ,なんじ,Mấy Giờ,
余る,vocab,19,余,N/A,N/A,N/A,N/A,あまる,あまる,Thừa,"Dư, Quá Nhiều"
余分,vocab,19,"余,分",N/A,N/A,N/A,N/A,よぶん,よぶん,Dư,
余地,vocab,53,"余,地",N/A,N/A,N/A,N/A,よち,よち,Chỗ,
余裕,vocab,49,"余,裕",N/A,N/A,N/A,N/A,よゆう,よゆう,Thừa,Thừa Sức
余計,vocab,19,"余,計",N/A,N/A,N/A,N/A,よけい,よけい,Thừa,Thừa Thãi
余震,vocab,36,"余,震",N/A,N/A,N/A,N/A,よしん,よしん,Dư Chấn,
作る,vocab,11,作,N/A,N/A,N/A,N/A,つくる,つくる,Tạo,Làm
作品,vocab,14,"作,品",N/A,N/A,N/A,N/A,さくひん,さくひん,Tác Phẩm,
作家,vocab,12,"作,家",N/A,N/A,N/A,N/A,さっか,さっか,Tác Giả,
作戦,vocab,20,"作,戦",N/A,N/A,N/A,N/A,さくせん,さくせん,Chiến Lược,Tác Chiến
作文,vocab,11,"作,文",N/A,N/A,N/A,N/A,さくぶん,さくぶん,Bài Văn,
作曲,vocab,17,"作,曲",N/A,N/A,N/A,N/A,さっきょく,さっきょく,Soạn Nhạc,Sáng Tác Nhạc
作業,vocab,15,"作,業",N/A,N/A,N/A,N/A,さぎょう,さぎょう,Công Việc,Việc
作法,vocab,28,"作,法",N/A,N/A,N/A,N/A,さほう,さほう,Lễ Nghi,Quy Tắc Ứng Xử
作用,vocab,11,"作,用",N/A,N/A,N/A,N/A,さよう,さよう,Tác Dụng,
作者,vocab,11,"作,者",N/A,N/A,N/A,N/A,さくしゃ,さくしゃ,Tác Giả,
使い捨て,vocab,48,"使,捨",N/A,N/A,N/A,N/A,つかいすて,つかいすて,Dùng Một Lần,
使い道,vocab,11,"使,道",N/A,N/A,N/A,N/A,つかいみち,つかいみち,Mục Đích Dùng,Cách Dùng
使う,vocab,11,使,N/A,N/A,N/A,N/A,つかう,つかう,Dùng,Sử dụng
使用,vocab,11,"使,用",N/A,N/A,N/A,N/A,しよう,しよう,Sử Dụng,
例,vocab,43,例,N/A,N/A,N/A,N/A,れい,れい,Ví Dụ,
例える,vocab,43,例,N/A,N/A,N/A,N/A,たとえる,たとえる,Ví Như,Ví Dụ
例外,vocab,43,"例,外",N/A,N/A,N/A,N/A,れいがい,れいがい,Ngoại Lệ,
侍,vocab,50,侍,N/A,N/A,N/A,N/A,さむらい,さむらい,Samurai,
供える,vocab,37,供,N/A,N/A,N/A,N/A,そなえる,そなえる,Kính Dâng,
供給,vocab,26,"供,給",N/A,N/A,N/A,N/A,きょうきゅう,きょうきゅう,Cung Cấp,
依存,vocab,48,"依,存",N/A,N/A,N/A,N/A,いぞん,"いぞん, いそん",Phụ Thuộc,
依然,vocab,48,"依,然",N/A,N/A,N/A,N/A,いぜん,いぜん,Chưa,
依頼,vocab,48,"依,頼",N/A,N/A,N/A,N/A,いらい,いらい,Nhờ Vả,Yêu Cầu
価,vocab,32,価,N/A,N/A,N/A,N/A,あたい,あたい,Giá Trị,
価値,vocab,32,"価,値",N/A,N/A,N/A,N/A,かち,かち,Giá Trị,
価格,vocab,33,"価,格",N/A,N/A,N/A,N/A,かかく,かかく,Giá Cả,
侵入,vocab,53,"侵,入",N/A,N/A,N/A,N/A,しんにゅう,しんにゅう,Xâm Nhập,
侵害,vocab,53,"侵,害",N/A,N/A,N/A,N/A,しんがい,しんがい,Xâm Hại,Xâm Phạm
便り,vocab,26,便,N/A,N/A,N/A,N/A,たより,たより,Dấu Hiệu,"Thư, Tin Tức"
便利,vocab,18,"便,利",N/A,N/A,N/A,N/A,べんり,べんり,Tiện Lợi,Tiện
便秘,vocab,40,"便,秘",N/A,N/A,N/A,N/A,べんぴ,べんぴ,Táo Bón,
係員,vocab,22,"係,員",N/A,N/A,N/A,N/A,かかりいん,かかりいん,Người Quản Lý,Người Phụ Trách
促す,vocab,52,促,N/A,N/A,N/A,N/A,うながす,うながす,Giục,Thúc Đẩy
促進,vocab,52,"促,進",N/A,N/A,N/A,N/A,そくしん,そくしん,Thúc Đẩy,
俗語,vocab,53,"俗,語",N/A,N/A,N/A,N/A,ぞくご,ぞくご,Từ Lóng,Tiếng Lóng
保つ,vocab,27,保,N/A,N/A,N/A,N/A,たもつ,たもつ,Duy Trì,
保健,vocab,27,"保,健",N/A,N/A,N/A,N/A,ほけん,ほけん,Y Tế,
保存,vocab,27,"保,存",N/A,N/A,N/A,N/A,ほぞん,ほぞん,Bảo Quản,Lưu
保証,vocab,29,"保,証",N/A,N/A,N/A,N/A,ほしょう,ほしょう,Bảo Hành,
保護,vocab,45,"保,護",N/A,N/A,N/A,N/A,ほご,ほご,Bảo Hộ,
保険,vocab,32,"保,険",N/A,N/A,N/A,N/A,ほけん,ほけん,Bảo Hiểm,
保障,vocab,52,"保,障",N/A,N/A,N/A,N/A,ほしょう,ほしょう,Bảo Hiểm,Bảo Đảm
信じる,vocab,21,信,N/A,N/A,N/A,N/A,しんじる,しんじる,Tin,
信仰,vocab,30,"信,仰",N/A,N/A,N/A,N/A,しんこう,しんこう,Tín Ngưỡng,Đức Tin
信号,vocab,22,"信,号",N/A,N/A,N/A,N/A,しんごう,しんごう,Tín Hiệu,Đèn Giao Thông
信用,vocab,21,"信,用",N/A,N/A,N/A,N/A,しんよう,しんよう,Tin Tưởng,
信頼,vocab,48,"信,頼",N/A,N/A,N/A,N/A,しんらい,しんらい,Tin Cậy,
修士,vocab,30,"修,士",N/A,N/A,N/A,N/A,しゅうし,しゅうし,Thạc Sĩ,
修理,vocab,30,"修,理",N/A,N/A,N/A,N/A,しゅうり,しゅうり,Sửa,
修繕,vocab,67,"修,繕",N/A,N/A,N/A,N/A,しゅうぜん,しゅうぜん,Sửa,Sửa Chữa
俳優,vocab,56,"俳,優",N/A,N/A,N/A,N/A,はいゆう,はいゆう,Diễn Viên,
俳句,vocab,56,"俳,句",N/A,N/A,N/A,N/A,はいく,はいく,Haiku,
俵,vocab,56,俵,N/A,N/A,N/A,N/A,たわら,たわら,Bao,
俺,vocab,18,俺,N/A,N/A,N/A,N/A,おれ,おれ,Tôi,
俺達,vocab,18,"俺,達",N/A,N/A,N/A,N/A,おれたち,おれたち,Chúng Tôi,
倉,vocab,21,倉,N/A,N/A,N/A,N/A,くら,くら,Kho,
倉庫,vocab,21,"倉,庫",N/A,N/A,N/A,N/A,そうこ,そうこ,Nhà Kho,
個人,vocab,55,"個,人",N/A,N/A,N/A,N/A,こじん,こじん,Cá Nhân,
個体,vocab,55,"個,体",N/A,N/A,N/A,N/A,こたい,こたい,Cá Thể,
個室,vocab,55,"個,室",N/A,N/A,N/A,N/A,こしつ,こしつ,Phòng Đơn,Phòng Riêng
倍増,vocab,44,"倍,増",N/A,N/A,N/A,N/A,ばいぞう,ばいぞう,Gấp Đôi,Tăng Gấp Đôi
倍率,vocab,44,"倍,率",N/A,N/A,N/A,N/A,ばいりつ,ばいりつ,Tỷ Lệ,Hệ Số Tỷ Lệ
倒す,vocab,28,倒,N/A,N/A,N/A,N/A,たおす,たおす,Lật Đổ,Đánh Bại
倒れる,vocab,28,倒,N/A,N/A,N/A,N/A,たおれる,たおれる,Sụp Đổ,Ngã
倒産,vocab,28,"倒,産",N/A,N/A,N/A,N/A,とうさん,とうさん,Phá Sản,
候補,vocab,30,"候,補",N/A,N/A,N/A,N/A,こうほ,こうほ,Đề Xuất,
借りる,vocab,18,借,N/A,N/A,N/A,N/A,かりる,かりる,Mượn,"Thuê, Vay"
借金,vocab,18,"借,金",N/A,N/A,N/A,N/A,しゃっきん,しゃっきん,Vay,"Nợ, Khoản Nợ"
値,vocab,32,値,N/A,N/A,N/A,N/A,あたい,あたい,Giá Trị,
値引き,vocab,32,"値,引",N/A,N/A,N/A,N/A,ねびき,ねびき,Giảm Giá,
値段,vocab,32,"値,段",N/A,N/A,N/A,N/A,ねだん,ねだん,Giá Cả,
倫理的,vocab,57,"倫,理,的",N/A,N/A,N/A,N/A,りんりてき,りんりてき,Luân Lý,Đạo Đức
倹約,vocab,58,"倹,約",N/A,N/A,N/A,N/A,けんやく,けんやく,Tiết Kiệm,
偉い,vocab,63,偉,N/A,N/A,N/A,N/A,えらい,えらい,Giỏi,"Tuyệt Vời, Vĩ Đại"
偉大,vocab,63,"偉,大",N/A,N/A,N/A,N/A,いだい,いだい,Vĩ Đại,
偏る,vocab,61,偏,N/A,N/A,N/A,N/A,かたよる,かたよる,Nghiêng,"Mất Cân Bằng, Thiên Vị"
偏見,vocab,61,"偏,見",N/A,N/A,N/A,N/A,へんけん,へんけん,Thành Kiến,Thiên Kiến
偏食,vocab,61,"偏,食",N/A,N/A,N/A,N/A,へんしょく,へんしょく,Henshoku,Ăn Uống Không Điều Độ
停学,vocab,29,"停,学",N/A,N/A,N/A,N/A,ていがく,ていがく,Đình Chỉ Học,
停止,vocab,29,"停,止",N/A,N/A,N/A,N/A,ていし,ていし,Ngưng,Dừng
停留所,vocab,29,"停,留,所",N/A,N/A,N/A,N/A,ていりゅうじょ,"ていりゅうじょ, ていりゅうしょ",Trạm Dừng,
停車,vocab,29,"停,車",N/A,N/A,N/A,N/A,ていしゃ,ていしゃ,Dừng Xe,
停電,vocab,29,"停,電",N/A,N/A,N/A,N/A,ていでん,ていでん,Mất Điện,
健全,vocab,27,"健,全",N/A,N/A,N/A,N/A,けんぜん,けんぜん,Lành Mạnh,
健康,vocab,27,"健,康",N/A,N/A,N/A,N/A,けんこう,けんこう,Sức Khỏe,Lành Mạnh
側,vocab,58,側,N/A,N/A,N/A,N/A,そば,そば,Bên Cạnh,
偶々,vocab,31,"偶,々",N/A,N/A,N/A,N/A,たまたま,たまたま,Tình Cờ,
偶に,vocab,31,偶,N/A,N/A,N/A,N/A,たまに,たまに,Thỉnh Thoảng,
偶数,vocab,31,"偶,数",N/A,N/A,N/A,N/A,ぐうすう,ぐうすう,Số Chẵn,
偶然,vocab,31,"偶,然",N/A,N/A,N/A,N/A,ぐうぜん,ぐうぜん,Ngẫu Nhiên,
偽名,vocab,34,"偽,名",N/A,N/A,N/A,N/A,ぎめい,ぎめい,Tên Giả,
偽札,vocab,34,"偽,札",N/A,N/A,N/A,N/A,にせさつ,にせさつ,Tiền Giả,
偽物,vocab,34,"偽,物",N/A,N/A,N/A,N/A,にせもの,にせもの,Đồ Giả,Hàng Giả
偽装,vocab,34,"偽,装",N/A,N/A,N/A,N/A,ぎそう,ぎそう,Ngụy Trang,Giả
偽造,vocab,34,"偽,造",N/A,N/A,N/A,N/A,ぎぞう,ぎぞう,Làm Giả,
傍ら,vocab,65,傍,N/A,N/A,N/A,N/A,かたわら,かたわら,Bên Cạnh,
傍聴,vocab,65,"傍,聴",N/A,N/A,N/A,N/A,ぼうちょう,ぼうちょう,Dự Thính,
傍観,vocab,65,"傍,観",N/A,N/A,N/A,N/A,ぼうかん,ぼうかん,Quan Sát,
傑作,vocab,67,"傑,作",N/A,N/A,N/A,N/A,けっさく,けっさく,Kiệt Tác,
傘,vocab,65,傘,N/A,N/A,N/A,N/A,かさ,かさ,Ô,
傘下,vocab,65,"傘,下",N/A,N/A,N/A,N/A,さんか,さんか,Trực Thuộc,
備える,vocab,37,備,N/A,N/A,N/A,N/A,そなえる,そなえる,Chuẩn Bị,Trang Bị
備わる,vocab,37,備,N/A,N/A,N/A,N/A,そなわる,そなわる,Được Trang Bị,
催す,vocab,52,催,N/A,N/A,N/A,N/A,もよおす,もよおす,Tổ Chức,"Buồn Ngủ, Buồn Nôn"
催促,vocab,52,"催,促",N/A,N/A,N/A,N/A,さいそく,さいそく,Giục,Hối Thúc
傷,vocab,36,傷,N/A,N/A,N/A,N/A,きず,きず,Vết Thương,
傷付く,vocab,36,"傷,付",N/A,N/A,N/A,N/A,きずつく,きずつく,Bị Thương,Tổn Thương
傷付ける,vocab,36,"傷,付",N/A,N/A,N/A,N/A,きずつける,きずつける,Làm Bị Thương,Làm Tổn Thương
傷跡,vocab,36,"傷,跡",N/A,N/A,N/A,N/A,きずあと,きずあと,Vết Sẹo,Sẹo
傾く,vocab,66,傾,N/A,N/A,N/A,N/A,かたむく,かたむく,Nghiêng,
傾ける,vocab,66,傾,N/A,N/A,N/A,N/A,かたむける,かたむける,Nghiêng,
傾向,vocab,66,"傾,向",N/A,N/A,N/A,N/A,けいこう,けいこう,Khuynh Hướng,Xu Hướng
働く,vocab,22,働,N/A,N/A,N/A,N/A,はたらく,はたらく,Làm Việc,
像,vocab,28,像,N/A,N/A,N/A,N/A,ぞう,ぞう,Tượng,
僕,vocab,56,僕,N/A,N/A,N/A,N/A,ぼく,ぼく,Tôi,
僕達,vocab,56,"僕,達",N/A,N/A,N/A,N/A,ぼくたち,ぼくたち,Chúng Tôi,
僧,vocab,54,僧,N/A,N/A,N/A,N/A,そう,そう,Sư,
僧侶,vocab,54,"僧,侶",N/A,N/A,N/A,N/A,そうりょ,そうりょ,Tăng Lữ,
儀式,vocab,55,"儀,式",N/A,N/A,N/A,N/A,ぎしき,ぎしき,Nghi Thức,Nghi Lễ
億,vocab,57,億,N/A,N/A,N/A,N/A,おく,おく,Trăm Triệu,
償う,vocab,60,償,N/A,N/A,N/A,N/A,つぐなう,つぐなう,Bồi Thường,Chuộc
優しい,vocab,24,優,N/A,N/A,N/A,N/A,やさしい,やさしい,Tốt Bụng,
優れる,vocab,25,優,N/A,N/A,N/A,N/A,すぐれる,すぐれる,Xuất Sắc,
優先,vocab,24,"優,先",N/A,N/A,N/A,N/A,ゆうせん,ゆうせん,Ưu Tiên,
優勝,vocab,24,"優,勝",N/A,N/A,N/A,N/A,ゆうしょう,ゆうしょう,Chiến Thắng,
優秀,vocab,24,"優,秀",N/A,N/A,N/A,N/A,ゆうしゅう,ゆうしゅう,Ưu Tú,
儲かる,vocab,70,儲,N/A,N/A,N/A,N/A,もうかる,もうかる,Có Lãi,
儲ける,vocab,70,儲,N/A,N/A,N/A,N/A,もうける,もうける,Kiếm Lãi,
元,vocab,7,元,N/A,N/A,N/A,N/A,もと,もと,Gốc,"Nguyên, Cựu"
元々,vocab,7,"元,々",N/A,N/A,N/A,N/A,もともと,もともと,Vốn Dĩ,
元旦,vocab,27,"元,旦",N/A,N/A,N/A,N/A,がんたん,がんたん,Gantan,Sáng Ngày Đầu Năm Mới
元気,vocab,7,"元,気",N/A,N/A,N/A,N/A,げんき,げんき,Khỏe Mạnh,Năng Động
兄,vocab,1,兄,N/A,N/A,N/A,N/A,あに,あに,Anh Trai,
兄弟,vocab,16,"兄,弟",N/A,N/A,N/A,N/A,きょうだい,きょうだい,Anh Em,
兄貴,vocab,64,"兄,貴",N/A,N/A,N/A,N/A,あにき,あにき,Anh Trai,
充実,vocab,29,"充,実",N/A,N/A,N/A,N/A,じゅうじつ,じゅうじつ,Trọn Vẹn,Đầy Đủ
充電,vocab,29,"充,電",N/A,N/A,N/A,N/A,じゅうでん,じゅうでん,Sạc Điện,
兆,vocab,35,兆,N/A,N/A,N/A,N/A,ちょう,ちょう,Nghìn Tỷ,
兆し,vocab,35,兆,N/A,N/A,N/A,N/A,きざし,きざし,Dấu Hiệu,
兆候,vocab,35,"兆,候",N/A,N/A,N/A,N/A,ちょうこう,ちょうこう,Triệu Chứng,
先,vocab,11,先,N/A,N/A,N/A,N/A,さき,さき,Trước,"Đằng Trước, Đầu Mút, Mũi"
先ず,vocab,12,先,N/A,N/A,N/A,N/A,まず,まず,Trước Tiên,
先日,vocab,11,"先,日",N/A,N/A,N/A,N/A,せんじつ,せんじつ,Hôm Trước,Vài Ngày Trước
先月,vocab,11,"先,月",N/A,N/A,N/A,N/A,せんげつ,せんげつ,Tháng Trước,
先生,vocab,11,"先,生",N/A,N/A,N/A,N/A,せんせい,せんせい,Sensei,Thầy
先祖,vocab,24,"先,祖",N/A,N/A,N/A,N/A,せんぞ,せんぞ,Tổ Tiên,
先程,vocab,24,"先,程",N/A,N/A,N/A,N/A,さきほど,さきほど,Vừa Rồi,Lúc Nãy
先端,vocab,63,"先,端",N/A,N/A,N/A,N/A,せんたん,せんたん,Mũi Nhọn,"Tiên Tiến, Tiên Phong"
先輩,vocab,24,"先,輩",N/A,N/A,N/A,N/A,せんぱい,せんぱい,Tiền Bối,
先週,vocab,11,"先,週",N/A,N/A,N/A,N/A,せんしゅう,せんしゅう,Tuần Trước,
先頃,vocab,58,"先,頃",N/A,N/A,N/A,N/A,さきごろ,さきごろ,Gần Đây,Hôm Trước
先駆け,vocab,68,"先,駆",N/A,N/A,N/A,N/A,さきがけ,さきがけ,Tiên Phong,
光,vocab,19,光,N/A,N/A,N/A,N/A,ひかり,ひかり,Ánh Sáng,
光る,vocab,19,光,N/A,N/A,N/A,N/A,ひかる,ひかる,Phát Sáng,Tỏa Sáng
光景,vocab,63,"光,景",N/A,N/A,N/A,N/A,こうけい,こうけい,Quang Cảnh,
光栄,vocab,46,"光,栄",N/A,N/A,N/A,N/A,こうえい,こうえい,Vinh Dự,
克服,vocab,43,"克,服",N/A,N/A,N/A,N/A,こくふく,こくふく,Khắc Phục,Vượt Qua
免れる,vocab,19,免,N/A,N/A,N/A,N/A,まぬがれる,まぬがれる,Được Miễn,Thoát Khỏi
免疫,vocab,53,"免,疫",N/A,N/A,N/A,N/A,めんえき,めんえき,Miễn Dịch,
免税,vocab,27,"免,税",N/A,N/A,N/A,N/A,めんぜい,めんぜい,Miễn Thuế,
免許,vocab,19,"免,許",N/A,N/A,N/A,N/A,めんきょ,めんきょ,Giấy Phép,Chứng Chỉ
免除,vocab,20,"免,除",N/A,N/A,N/A,N/A,めんじょ,めんじょ,Miễn Trừ,Miễn
児童,vocab,39,"児,童",N/A,N/A,N/A,N/A,じどう,じどう,Nhi Đồng,
党員,vocab,55,"党,員",N/A,N/A,N/A,N/A,とういん,とういん,Đảng Viên,
入り口,vocab,2,"入,口",N/A,N/A,N/A,N/A,いりぐち,いりぐち,Lối Vào,
入る,vocab,2,入,N/A,N/A,N/A,N/A,はいる,はいる,Vào,Đi Vào
入れる,vocab,2,入,N/A,N/A,N/A,N/A,いれる,いれる,Cho Vào,Đưa Vào
入れ墨,vocab,68,"入,墨",N/A,N/A,N/A,N/A,いれずみ,いれずみ,Hình Xăm,
入力,vocab,2,"入,力",N/A,N/A,N/A,N/A,にゅうりょく,にゅうりょく,Nhập,
入学,vocab,6,"入,学",N/A,N/A,N/A,N/A,にゅうがく,にゅうがく,Nhập Học,
入社,vocab,7,"入,社",N/A,N/A,N/A,N/A,にゅうしゃ,にゅうしゃ,Gia Nhập,Gia Nhập Công Ty
入籍,vocab,68,"入,籍",N/A,N/A,N/A,N/A,にゅうせき,にゅうせき,Nhập Hộ Khẩu,
入門,vocab,48,"入,門",N/A,N/A,N/A,N/A,にゅうもん,にゅうもん,Nhập Môn,
入院,vocab,18,"入,院",N/A,N/A,N/A,N/A,にゅういん,にゅういん,Nhập Viện,
全く,vocab,6,全,N/A,N/A,N/A,N/A,まったく,まったく,Hoàn Toàn,
全て,vocab,6,全,N/A,N/A,N/A,N/A,すべて,すべて,Tất Cả,
全員,vocab,16,"全,員",N/A,N/A,N/A,N/A,ぜんいん,ぜんいん,Mọi Người,
全国,vocab,12,"全,国",N/A,N/A,N/A,N/A,ぜんこく,ぜんこく,Toàn Quốc,Toàn Nước
全然,vocab,26,"全,然",N/A,N/A,N/A,N/A,ぜんぜん,ぜんぜん,Zenzen,
全般,vocab,55,"全,般",N/A,N/A,N/A,N/A,ぜんぱん,ぜんぱん,Nói Chung,Toàn Diện
全裸,vocab,67,"全,裸",N/A,N/A,N/A,N/A,ぜんら,ぜんら,Trần Truồng,Khỏa Thân
全身,vocab,9,"全,身",N/A,N/A,N/A,N/A,ぜんしん,ぜんしん,Toàn Thân,
全部,vocab,6,"全,部",N/A,N/A,N/A,N/A,ぜんぶ,ぜんぶ,Toàn Bộ,
八,vocab,1,八,N/A,N/A,N/A,N/A,はち,はち,Tám,
八つ,vocab,1,八,N/A,N/A,N/A,N/A,やっつ,"やっつ, やつ",Tám Cái,
八日,vocab,2,"八,日",N/A,N/A,N/A,N/A,ようか,ようか,Tám Ngày,Ngày Thứ Tám
八百屋,vocab,16,"八,百,屋",N/A,N/A,N/A,N/A,やおや,やおや,Yaoya,Cửa Hàng Bán Rau
公園,vocab,23,"公,園",N/A,N/A,N/A,N/A,こうえん,こうえん,Công Viên,
公害,vocab,24,"公,害",N/A,N/A,N/A,N/A,こうがい,こうがい,Ô Nhiễm,
公式,vocab,23,"公,式",N/A,N/A,N/A,N/A,こうしき,こうしき,Công Thức,Chính Thức
公立,vocab,5,"公,立",N/A,N/A,N/A,N/A,こうりつ,こうりつ,Công Lập,
公衆,vocab,65,"公,衆",N/A,N/A,N/A,N/A,こうしゅう,こうしゅう,Công Cộng,
公開,vocab,7,"公,開",N/A,N/A,N/A,N/A,こうかい,こうかい,Công Khai,
六,vocab,1,六,N/A,N/A,N/A,N/A,ろく,ろく,Sáu,
六つ,vocab,1,六,N/A,N/A,N/A,N/A,むっつ,"むっつ, むつ",Sáu Cái,
六千,vocab,1,"六,千",N/A,N/A,N/A,N/A,ろくせん,ろくせん,Sáu Nghìn,
六日,vocab,2,"六,日",N/A,N/A,N/A,N/A,むいか,むいか,Sáu Ngày,Ngày Thứ Sáu
共に,vocab,20,共,N/A,N/A,N/A,N/A,ともに,ともに,Cùng,"Cùng Với, Cùng Nhau"
共同,vocab,20,"共,同",N/A,N/A,N/A,N/A,きょうどう,きょうどう,Chung,
共存,vocab,20,"共,存",N/A,N/A,N/A,N/A,きょうぞん,"きょうぞん, きょうそん",Chung Sống,Cùng Tồn Tại
共感,vocab,20,"共,感",N/A,N/A,N/A,N/A,きょうかん,きょうかん,Đồng Cảm,
共通,vocab,20,"共,通",N/A,N/A,N/A,N/A,きょうつう,きょうつう,Chung,
兵士,vocab,39,"兵,士",N/A,N/A,N/A,N/A,へいし,へいし,Lính,Bộ Đội
兵役,vocab,39,"兵,役",N/A,N/A,N/A,N/A,へいえき,へいえき,Đi Lính,Nghĩa Vụ Quân Sự
兵隊,vocab,39,"兵,隊",N/A,N/A,N/A,N/A,へいたい,へいたい,Binh Đoàn,Bộ Đội
具体的,vocab,12,"具,体,的",N/A,N/A,N/A,N/A,ぐたいてき,ぐたいてき,Cụ Thể,
