Thẻ,Loại,Cấp,Thành phần,Giống Kanji,Onyomi,Kunyomi,Nanori,Đọc Chính,Đọc,Nghĩa Chính,Nghĩa Phụ
実在,vocab,14,"実,在",N/A,N/A,N/A,N/A,じつざい,じつざい,Thực Tại,
実感,vocab,20,"実,感",N/A,N/A,N/A,N/A,じっかん,じっかん,Jikkan,
実績,vocab,35,"実,績",N/A,N/A,N/A,N/A,じっせき,じっせき,Thành Tựu,
実践,vocab,67,"実,践",N/A,N/A,N/A,N/A,じっせん,じっせん,Thực Hành,
実践的,vocab,67,"実,践,的",N/A,N/A,N/A,N/A,じっせんてき,じっせんてき,Thực Tiễn,
実際,vocab,58,"実,際",N/A,N/A,N/A,N/A,じっさい,じっさい,Thực Tế,
実験,vocab,25,"実,験",N/A,N/A,N/A,N/A,じっけん,じっけん,Thí Nghiệm,
客席,vocab,27,"客,席",N/A,N/A,N/A,N/A,きゃくせき,きゃくせき,Kyakuseki,
客観,vocab,40,"客,観",N/A,N/A,N/A,N/A,きゃっかん,きゃっかん,Khách Quan,
宣伝,vocab,52,"宣,伝",N/A,N/A,N/A,N/A,せんでん,せんでん,Tuyên Truyền,
宣言,vocab,52,"宣,言",N/A,N/A,N/A,N/A,せんげん,せんげん,Tuyên Ngôn,
宣誓,vocab,52,"宣,誓",N/A,N/A,N/A,N/A,せんせい,せんせい,Tuyên Thệ,
宮殿,vocab,57,"宮,殿",N/A,N/A,N/A,N/A,きゅうでん,きゅうでん,Cung Điện,
迷宮,vocab,57,"迷,宮",N/A,N/A,N/A,N/A,めいきゅう,めいきゅう,Mê Cung,
宮古島,vocab,57,"宮,古,島",N/A,N/A,N/A,N/A,みやこじま,みやこじま,Miyakojima,
宴,vocab,60,宴,N/A,N/A,N/A,N/A,うたげ,うたげ,Tiệc,
宴会,vocab,60,"宴,会",N/A,N/A,N/A,N/A,えんかい,えんかい,Tiệc,Enkai
家,vocab,12,家,N/A,N/A,N/A,N/A,いえ,"いえ, うち",Nhà,
家事,vocab,12,"家,事",N/A,N/A,N/A,N/A,かじ,かじ,Việc Nhà,
家具,vocab,12,"家,具",N/A,N/A,N/A,N/A,かぐ,かぐ,Kagu,
家庭,vocab,54,"家,庭",N/A,N/A,N/A,N/A,かてい,かてい,Gia Đình,
家族,vocab,13,"家,族",N/A,N/A,N/A,N/A,かぞく,かぞく,Gia Đình,
家畜,vocab,55,"家,畜",N/A,N/A,N/A,N/A,かちく,かちく,Gia Súc,
家賃,vocab,24,"家,賃",N/A,N/A,N/A,N/A,やちん,やちん,Tiền Nhà,
容易,vocab,25,"容,易",N/A,N/A,N/A,N/A,ようい,ようい,Dễ,
容疑者,vocab,42,"容,疑,者",N/A,N/A,N/A,N/A,ようぎしゃ,ようぎしゃ,Nghi Phạm,
容量,vocab,60,"容,量",N/A,N/A,N/A,N/A,ようりょう,ようりょう,Dung Lượng,
宿,vocab,48,宿,N/A,N/A,N/A,N/A,やど,やど,Nhà Trọ,
～泊,vocab,48,泊,N/A,N/A,N/A,N/A,はく,はく,Haku,
宿泊,vocab,48,"宿,泊",N/A,N/A,N/A,N/A,しゅくはく,しゅくはく,Trọ,
宿題,vocab,48,"宿,題",N/A,N/A,N/A,N/A,しゅくだい,しゅくだい,Bài Tập,
宿命,vocab,48,"宿,命",N/A,N/A,N/A,N/A,しゅくめい,しゅくめい,Shukumei,
新宿,vocab,48,"新,宿",N/A,N/A,N/A,N/A,しんじゅく,しんじゅく,Shinjuku,
寂しい,vocab,61,寂,N/A,N/A,N/A,N/A,さびしい,"さびしい, さみしい",Cô Đơn,
寂しがる,vocab,61,寂,N/A,N/A,N/A,N/A,さびしがる,さびしがる,Cô Đơn,
寄せる,vocab,53,寄,N/A,N/A,N/A,N/A,よせる,よせる,Yoseru,
寄る,vocab,53,寄,N/A,N/A,N/A,N/A,よる,よる,Yoru,Đến Gần
片寄る,vocab,53,"片,寄",N/A,N/A,N/A,N/A,かたよる,かたよる,Katayoru,
近寄る,vocab,53,"近,寄",N/A,N/A,N/A,N/A,ちかよる,ちかよる,Chikayoru,
寄与,vocab,54,"寄,与",N/A,N/A,N/A,N/A,きよ,きよ,Đóng Góp,
寄付,vocab,54,"寄,付",N/A,N/A,N/A,N/A,きふ,きふ,Quyên Góp,
寄贈,vocab,54,"寄,贈",N/A,N/A,N/A,N/A,きそう,きそう,Kizou,
密か,vocab,40,密,N/A,N/A,N/A,N/A,ひそか,ひそか,Thầm Kín,
密猟,vocab,52,"密,猟",N/A,N/A,N/A,N/A,みつりょう,みつりょう,Săn Trộm,
密輸,vocab,40,"密,輸",N/A,N/A,N/A,N/A,みつゆ,みつゆ,Buôn Lậu,
富む,vocab,46,富,N/A,N/A,N/A,N/A,とむ,とむ,Giàu,
富士山,vocab,46,"富,士,山",N/A,N/A,N/A,N/A,ふじさん,ふじさん,Fujisan,
寒い,vocab,28,寒,N/A,N/A,N/A,N/A,さむい,さむい,Lạnh,
寒帯,vocab,28,"寒,帯",N/A,N/A,N/A,N/A,かんたい,かんたい,Hàn Đới,
寒気,vocab,28,"寒,気",N/A,N/A,N/A,N/A,さむけ,さむけ,Ớn Lạnh,
寒波,vocab,34,"寒,波",N/A,N/A,N/A,N/A,かんぱ,かんぱ,Ranpa,Đợi Lạnh
寝る,vocab,19,寝,N/A,N/A,N/A,N/A,ねる,ねる,Ngủ,
寝坊,vocab,26,"寝,坊",N/A,N/A,N/A,N/A,ねぼう,ねぼう,Ngủ Quên,
お坊さん,vocab,26,坊,N/A,N/A,N/A,N/A,おぼうさん,おぼうさん,Ông Sư,
寝転ぶ,vocab,19,"寝,転",N/A,N/A,N/A,N/A,ねころぶ,ねころぶ,Nekorobu,
察する,vocab,12,察,N/A,N/A,N/A,N/A,さっする,さっする,Sassuru,
寧ろ,vocab,68,寧,N/A,N/A,N/A,N/A,むしろ,むしろ,Mushiro,
審判,vocab,69,"審,判",N/A,N/A,N/A,N/A,しんぱん,しんぱん,Trọng Tài,
審議,vocab,69,"審,議",N/A,N/A,N/A,N/A,しんぎ,しんぎ,Xem Xét,
寮,vocab,59,寮,N/A,N/A,N/A,N/A,りょう,りょう,Ký Túc Xá,Ryou
寸前,vocab,33,"寸,前",N/A,N/A,N/A,N/A,すんぜん,すんぜん,Sunzen,
寸法,vocab,33,"寸,法",N/A,N/A,N/A,N/A,すんぽう,すんぽう,Kích Thước,
寺院,vocab,18,"寺,院",N/A,N/A,N/A,N/A,じいん,じいん,Chùa,Jiin
対する,vocab,8,対,N/A,N/A,N/A,N/A,たいする,たいする,Taisuru,Đối Với
対応,vocab,41,"対,応",N/A,N/A,N/A,N/A,たいおう,たいおう,Taiou,Xử Lý
対比,vocab,8,"対,比",N/A,N/A,N/A,N/A,たいひ,たいひ,Tương Phản,
対照,vocab,65,"対,照",N/A,N/A,N/A,N/A,たいしょう,たいしょう,Đối Chiếu,
対称,vocab,57,"対,称",N/A,N/A,N/A,N/A,たいしょう,たいしょう,Đối Xứng,
対立,vocab,8,"対,立",N/A,N/A,N/A,N/A,たいりつ,たいりつ,Đối Lập,
対策,vocab,27,"対,策",N/A,N/A,N/A,N/A,たいさく,たいさく,Đối Sách,
対象,vocab,13,"対,象",N/A,N/A,N/A,N/A,たいしょう,たいしょう,Đối Tượng,
寿司,vocab,19,"寿,司",N/A,N/A,N/A,N/A,すし,すし,Sushi,
寿命,vocab,19,"寿,命",N/A,N/A,N/A,N/A,じゅみょう,じゅみょう,Tuổi Thọ,
封,vocab,51,封,N/A,N/A,N/A,N/A,ふう,ふう,Miệng Phong Bì,
封書,vocab,51,"封,書",N/A,N/A,N/A,N/A,ふうしょ,ふうしょ,Phong Thư,
封筒,vocab,51,"封,筒",N/A,N/A,N/A,N/A,ふうとう,ふうとう,Phong Bì,
専攻,vocab,48,"専,攻",N/A,N/A,N/A,N/A,せんこう,せんこう,Chuyên Ngành,
専用,vocab,48,"専,用",N/A,N/A,N/A,N/A,せんよう,せんよう,Chuyên Dụng,
専門,vocab,48,"専,門",N/A,N/A,N/A,N/A,せんもん,せんもん,Chuyên Môn,
将来,vocab,47,"将,来",N/A,N/A,N/A,N/A,しょうらい,しょうらい,Tương Lai,
将棋,vocab,47,"将,棋",N/A,N/A,N/A,N/A,しょうぎ,しょうぎ,Shougi,
将軍,vocab,47,"将,軍",N/A,N/A,N/A,N/A,しょうぐん,しょうぐん,Shougun,Tướng Quân
尊い,vocab,64,尊,N/A,N/A,N/A,N/A,とうとい,とうとい,Toutoi,Quý Giá
尊敬,vocab,64,"尊,敬",N/A,N/A,N/A,N/A,そんけい,そんけい,Tôn Kính,
尊重,vocab,64,"尊,重",N/A,N/A,N/A,N/A,そんちょう,そんちょう,Tôn Trọng,
尋ねる,vocab,65,尋,N/A,N/A,N/A,N/A,たずねる,たずねる,Hỏi,
尋問,vocab,65,"尋,問",N/A,N/A,N/A,N/A,じんもん,じんもん,Thẩm Vấn,
導く,vocab,40,導,N/A,N/A,N/A,N/A,みちびく,みちびく,Dẫn Dắt,
小さい,vocab,2,小,N/A,N/A,N/A,N/A,ちいさい,ちいさい,Nhỏ,Bé
小僧,vocab,54,"小,僧",N/A,N/A,N/A,N/A,こぞう,こぞう,Kozou,
小声,vocab,9,"小,声",N/A,N/A,N/A,N/A,こごえ,こごえ,Giọng Nhỏ,
小学,vocab,6,"小,学",N/A,N/A,N/A,N/A,しょうがく,しょうがく,Tiểu Học,
小指,vocab,18,"小,指",N/A,N/A,N/A,N/A,こゆび,こゆび,Ngón Út,Koyubi
小説,vocab,22,"小,説",N/A,N/A,N/A,N/A,しょうせつ,しょうせつ,Tiểu Thuyết,
小豆,vocab,22,"小,豆",N/A,N/A,N/A,N/A,あずき,あずき,Azuki,
小遣い,vocab,51,"小,遣",N/A,N/A,N/A,N/A,こづかい,こづかい,Tiền Tiêu Vặt,
小麦,vocab,28,"小,麦",N/A,N/A,N/A,N/A,こむぎ,こむぎ,Lúa Mì,
小麦粉,vocab,28,"小,麦,粉",N/A,N/A,N/A,N/A,こむぎこ,こむぎこ,Bột Mì,
少し,vocab,4,少,N/A,N/A,N/A,N/A,すこし,すこし,Chút,Sukoshi
少ない,vocab,4,少,N/A,N/A,N/A,N/A,すくない,すくない,Ít,Sukunai
少女,vocab,4,"少,女",N/A,N/A,N/A,N/A,しょうじょ,しょうじょ,Cô Gái,Thiếu Nữ
少年,vocab,8,"少,年",N/A,N/A,N/A,N/A,しょうねん,しょうねん,Thiếu Niên,
就く,vocab,64,就,N/A,N/A,N/A,N/A,つく,つく,Nhậm Chức,
就任,vocab,64,"就,任",N/A,N/A,N/A,N/A,しゅうにん,しゅうにん,Nhậm Chức,
就業,vocab,64,"就,業",N/A,N/A,N/A,N/A,しゅうぎょう,しゅうぎょう,Làm Việc,Shuugyou
就職,vocab,64,"就,職",N/A,N/A,N/A,N/A,しゅうしょく,しゅうしょく,Shuushoku,
尻尾,vocab,33,"尻,尾",N/A,N/A,N/A,N/A,しっぽ,しっぽ,Đuôi,
尽きる,vocab,37,尽,N/A,N/A,N/A,N/A,つきる,つきる,Hết,Cạn Kiệt
尽くす,vocab,37,尽,N/A,N/A,N/A,N/A,つくす,つくす,Dùng Hết,Hết Sức
局,vocab,22,局,N/A,N/A,N/A,N/A,きょく,きょく,Cục,
局長,vocab,22,"局,長",N/A,N/A,N/A,N/A,きょくちょう,きょくちょう,Kyokuchou,
居る,vocab,13,居,N/A,N/A,N/A,N/A,いる,"いる, おる",Iru,Oru
居眠り,vocab,52,"居,眠",N/A,N/A,N/A,N/A,いねむり,いねむり,Ngủ Gật,
居酒屋,vocab,16,"居,酒,屋",N/A,N/A,N/A,N/A,いざかや,いざかや,Izakaya,
居間,vocab,13,"居,間",N/A,N/A,N/A,N/A,いま,いま,Phòng Khách,
届く,vocab,47,届,N/A,N/A,N/A,N/A,とどく,とどく,Todoku,
届ける,vocab,47,届,N/A,N/A,N/A,N/A,とどける,とどける,Gửi,Giao
屋上,vocab,17,"屋,上",N/A,N/A,N/A,N/A,おくじょう,おくじょう,Sân Thượng,
屋根,vocab,50,"屋,根",N/A,N/A,N/A,N/A,やね,やね,Nóc,Mái
展望,vocab,20,"展,望",N/A,N/A,N/A,N/A,てんぼう,てんぼう,Triển Vọng,
展示,vocab,19,"展,示",N/A,N/A,N/A,N/A,てんじ,てんじ,Trưng Bày,
展覧会,vocab,40,"展,覧,会",N/A,N/A,N/A,N/A,てんらんかい,てんらんかい,Triển Lãm,Tenrankai
展開,vocab,19,"展,開",N/A,N/A,N/A,N/A,てんかい,てんかい,Triển Khai,
属する,vocab,64,属,N/A,N/A,N/A,N/A,ぞくする,ぞくする,Thuộc,
履き物,vocab,34,"履,物",N/A,N/A,N/A,N/A,はきもの,はきもの,Giày Dép,
履く,vocab,34,履,N/A,N/A,N/A,N/A,はく,はく,Haku,Đi Giày
履歴,vocab,34,"履,歴",N/A,N/A,N/A,N/A,りれき,りれき,Lý Lịch,
山,vocab,1,山,N/A,N/A,N/A,N/A,やま,やま,Núi,
山林,vocab,4,"山,林",N/A,N/A,N/A,N/A,さんりん,さんりん,Sơm Lâm,
山脈,vocab,56,"山,脈",N/A,N/A,N/A,N/A,さんみゃく,さんみゃく,Dãy Núi,
山葵,vocab,67,"山,葵",N/A,N/A,N/A,N/A,わさび,わさび,Wasabi,
岡山市,vocab,49,"岡,山,市",N/A,N/A,N/A,N/A,おかやまし,おかやまし,Okayamashi,
福岡県,vocab,49,"福,岡,県",N/A,N/A,N/A,N/A,ふくおかけん,ふくおかけん,Fukuokaken,
静岡県,vocab,49,"静,岡,県",N/A,N/A,N/A,N/A,しずおかけん,しずおかけん,Shizuokaken,
岩,vocab,48,岩,N/A,N/A,N/A,N/A,いわ,いわ,Tảng Đá,
岩石,vocab,48,"岩,石",N/A,N/A,N/A,N/A,がんせき,がんせき,Tảng Đá,
岸,vocab,44,岸,N/A,N/A,N/A,N/A,きし,きし,Bờ,
峠,vocab,55,峠,N/A,N/A,N/A,N/A,とうげ,とうげ,Đèo,
島,vocab,21,島,N/A,N/A,N/A,N/A,しま,しま,Đảo,
広島県,vocab,21,"広,島,県",N/A,N/A,N/A,N/A,ひろしまけん,ひろしまけん,Hiroshimaken,
崇拝,vocab,62,"崇,拝",N/A,N/A,N/A,N/A,すうはい,すうはい,Sùng Bái,
崩す,vocab,30,崩,N/A,N/A,N/A,N/A,くずす,くずす,Kuzusu,
崩れる,vocab,30,崩,N/A,N/A,N/A,N/A,くずれる,くずれる,Kuzureru,Sụp Đổ
崩壊,vocab,30,"崩,壊",N/A,N/A,N/A,N/A,ほうかい,ほうかい,Sụp Đổ,
嵐,vocab,47,嵐,N/A,N/A,N/A,N/A,あらし,あらし,Giông Tố,Arashi
砂嵐,vocab,47,"砂,嵐",N/A,N/A,N/A,N/A,すなあらし,すなあらし,Bão Cát,
川,vocab,1,川,N/A,N/A,N/A,N/A,かわ,かわ,Sông,
川岸,vocab,44,"川,岸",N/A,N/A,N/A,N/A,かわぎし,かわぎし,Bờ Sông,
川崎市,vocab,62,"川,崎,市",N/A,N/A,N/A,N/A,かわさきし,かわさきし,Kawasakishi,
～州,vocab,35,州,N/A,N/A,N/A,N/A,しゅう,しゅう,Shuu,
巡る,vocab,37,巡,N/A,N/A,N/A,N/A,めぐる,めぐる,Meguru,Đi Quanh
巡査,vocab,37,"巡,査",N/A,N/A,N/A,N/A,じゅんさ,じゅんさ,Junsa,
巣,vocab,45,巣,N/A,N/A,N/A,N/A,す,す,Tổ,Ổ
空き巣,vocab,45,"空,巣",N/A,N/A,N/A,N/A,あきす,あきす,Akisu,
工場,vocab,10,"工,場",N/A,N/A,N/A,N/A,こうじょう,"こうじょう, こうば",Nhà Máy,
工業,vocab,15,"工,業",N/A,N/A,N/A,N/A,こうぎょう,こうぎょう,Công Nghiệp,
左,vocab,4,左,N/A,N/A,N/A,N/A,ひだり,ひだり,Trái,
左利き,vocab,18,"左,利",N/A,N/A,N/A,N/A,ひだりきき,ひだりきき,Hidarikiki,
左右,vocab,4,"左,右",N/A,N/A,N/A,N/A,さゆう,さゆう,Trái Phải,
左手,vocab,4,"左,手",N/A,N/A,N/A,N/A,ひだりて,ひだりて,Tay Trái,
左折,vocab,17,"左,折",N/A,N/A,N/A,N/A,させつ,させつ,Rẽ Trái,
左翼,vocab,70,"左,翼",N/A,N/A,N/A,N/A,さよく,さよく,Cánh Trái,
巧み,vocab,31,巧,N/A,N/A,N/A,N/A,たくみ,たくみ,Khéo Léo,
巧妙,vocab,31,"巧,妙",N/A,N/A,N/A,N/A,こうみょう,こうみょう,Tinh Vi,
進撃の巨人,vocab,22,"進,撃,巨,人",N/A,N/A,N/A,N/A,しんげきのきょじん,しんげきのきょじん,Shingekinokyojin,
巨大,vocab,22,"巨,大",N/A,N/A,N/A,N/A,きょだい,きょだい,Khổng Lồ,
差し上げる,vocab,54,"差,上",N/A,N/A,N/A,N/A,さしあげる,さしあげる,Biếu,Sashiageru
差す,vocab,54,差,N/A,N/A,N/A,N/A,さす,さす,Sasu,
差別,vocab,54,"差,別",N/A,N/A,N/A,N/A,さべつ,さべつ,Sabetsu,Phân Biệt
巻き寿司,vocab,20,"巻,寿,司",N/A,N/A,N/A,N/A,まきずし,まきずし,Makizushi,
令,vocab,19,令,N/A,N/A,N/A,N/A,れい,れい,Lệnh,
司令部,vocab,19,"司,令,部",N/A,N/A,N/A,N/A,しれいぶ,しれいぶ,Bộ Tư Lệnh,
春巻き,vocab,20,"春,巻",N/A,N/A,N/A,N/A,はるまき,はるまき,Harumaki,
～巻,vocab,21,巻,N/A,N/A,N/A,N/A,かん,かん,Kan,
巻く,vocab,20,巻,N/A,N/A,N/A,N/A,まく,まく,Quấn,
市,vocab,4,市,N/A,N/A,N/A,N/A,し,し,Thành Phố,
市場,vocab,10,"市,場",N/A,N/A,N/A,N/A,いちば,"いちば, しじょう",Chợ,Thị Trường
市民,vocab,13,"市,民",N/A,N/A,N/A,N/A,しみん,しみん,Thị Dân,
布,vocab,11,布,N/A,N/A,N/A,N/A,ぬの,ぬの,Vải,
布団,vocab,12,"布,団",N/A,N/A,N/A,N/A,ふとん,ふとん,Futon,
布巾,vocab,11,"布,巾",N/A,N/A,N/A,N/A,ふきん,ふきん,Khăn,
希望,vocab,20,"希,望",N/A,N/A,N/A,N/A,きぼう,きぼう,Hy Vọng,
希望者,vocab,20,"希,望,者",N/A,N/A,N/A,N/A,きぼうしゃ,きぼうしゃ,Kibousha,Ứng Viên
希薄,vocab,70,"希,薄",N/A,N/A,N/A,N/A,きはく,きはく,Mỏng Manh,Thưa Thớt
帝国,vocab,52,"帝,国",N/A,N/A,N/A,N/A,ていこく,ていこく,Đế Quốc,
帝政,vocab,52,"帝,政",N/A,N/A,N/A,N/A,ていせい,ていせい,Đế Chế,
師匠,vocab,29,"師,匠",N/A,N/A,N/A,N/A,ししょう,ししょう,Sư Phụ,
席,vocab,27,席,N/A,N/A,N/A,N/A,せき,せき,Chỗ Ngồi,
帯,vocab,28,帯,N/A,N/A,N/A,N/A,おび,おび,Obi,
帰り道,vocab,18,"帰,道",N/A,N/A,N/A,N/A,かえりみち,かえりみち,Đường Về,Kaerimichi
帰る,vocab,18,帰,N/A,N/A,N/A,N/A,かえる,かえる,Về,
帰宅,vocab,18,"帰,宅",N/A,N/A,N/A,N/A,きたく,きたく,Về Nhà,
常勤,vocab,32,"常,勤",N/A,N/A,N/A,N/A,じょうきん,じょうきん,Thường Trực,Joukin
常用,vocab,23,"常,用",N/A,N/A,N/A,N/A,じょうよう,じょうよう,Thông Dụng,
常識,vocab,32,"常,識",N/A,N/A,N/A,N/A,じょうしき,じょうしき,Thường Thức,Lẽ Thường
帽子,vocab,64,"帽,子",N/A,N/A,N/A,N/A,ぼうし,ぼうし,Mũ,Nón
幅,vocab,64,幅,N/A,N/A,N/A,N/A,はば,はば,Chiều Rộng,
幕,vocab,36,幕,N/A,N/A,N/A,N/A,まく,まく,Màn,Rèm
幕府,vocab,37,"幕,府",N/A,N/A,N/A,N/A,ばくふ,ばくふ,Bakufu,
干し物,vocab,10,"干,物",N/A,N/A,N/A,N/A,ほしもの,ほしもの,Hoshimono,Đồ Khô
干す,vocab,4,干,N/A,N/A,N/A,N/A,ほす,ほす,Phơi Khô,
干渉,vocab,62,"干,渉",N/A,N/A,N/A,N/A,かんしょう,かんしょう,Can Thiệp,
平ら,vocab,5,平,N/A,N/A,N/A,N/A,たいら,たいら,Phẳng,
平仮名,vocab,12,"平,仮,名",N/A,N/A,N/A,N/A,ひらがな,ひらがな,Hiragana,
平凡,vocab,5,"平,凡",N/A,N/A,N/A,N/A,へいぼん,へいぼん,Bình Thường,
平成時代,vocab,9,"平,成,時,代",N/A,N/A,N/A,N/A,へいせいじだい,へいせいじだい,Thời Đại Heisei,Heiseijidai
平和,vocab,5,"平,和",N/A,N/A,N/A,N/A,へいわ,へいわ,Hòa Bình,
平均,vocab,11,"平,均",N/A,N/A,N/A,N/A,へいきん,へいきん,Trung Bình,Bình Quân
平均寿命,vocab,19,"平,均,寿,命",N/A,N/A,N/A,N/A,へいきんじゅみょう,へいきんじゅみょう,Tuổi Thọ Trung Bình,
平均点,vocab,11,"平,均,点",N/A,N/A,N/A,N/A,へいきんてん,へいきんてん,Điểm Trung Bình,
平日,vocab,5,"平,日",N/A,N/A,N/A,N/A,へいじつ,へいじつ,Ngày Thường,Heijitsu
平気,vocab,7,"平,気",N/A,N/A,N/A,N/A,へいき,へいき,Bình Tĩnh,Thờ Ơ
平穏,vocab,70,"平,穏",N/A,N/A,N/A,N/A,へいおん,へいおん,Bình Ổn,
平等,vocab,37,"平,等",N/A,N/A,N/A,N/A,びょうどう,びょうどう,Bình Đẳng,
平静,vocab,21,"平,静",N/A,N/A,N/A,N/A,へいせい,へいせい,Bình Tĩnh,
年,vocab,8,年,N/A,N/A,N/A,N/A,とし,とし,Năm,Tuổi
年上,vocab,8,"年,上",N/A,N/A,N/A,N/A,としうえ,としうえ,Hơn Tuổi,
年下,vocab,8,"年,下",N/A,N/A,N/A,N/A,としした,としした,Kém Tuổi,
年中,vocab,8,"年,中",N/A,N/A,N/A,N/A,ねんじゅう,ねんじゅう,Quanh Năm,
年代,vocab,8,"年,代",N/A,N/A,N/A,N/A,ねんだい,ねんだい,Niên Đại,
年内,vocab,8,"年,内",N/A,N/A,N/A,N/A,ねんない,ねんない,Trong Năm,
年末,vocab,11,"年,末",N/A,N/A,N/A,N/A,ねんまつ,ねんまつ,Cuối Năm,
年齢,vocab,50,"年,齢",N/A,N/A,N/A,N/A,ねんれい,ねんれい,Tuổi,
幸い,vocab,15,幸,N/A,N/A,N/A,N/A,さいわい,さいわい,Saiwai,
幸せ,vocab,15,幸,N/A,N/A,N/A,N/A,しあわせ,しあわせ,Hạnh Phúc,
幸福,vocab,49,"幸,福",N/A,N/A,N/A,N/A,こうふく,こうふく,Hạnh Phúc,
幸運,vocab,19,"幸,運",N/A,N/A,N/A,N/A,こううん,こううん,May Mắn,
幹,vocab,17,幹,N/A,N/A,N/A,N/A,みき,みき,Thân Cây,
幹部,vocab,17,"幹,部",N/A,N/A,N/A,N/A,かんぶ,かんぶ,Cán Bộ,
幻,vocab,33,幻,N/A,N/A,N/A,N/A,まぼろし,まぼろし,Maboroshi,
幻想,vocab,33,"幻,想",N/A,N/A,N/A,N/A,げんそう,げんそう,Ảo Tưởng,
幻覚,vocab,33,"幻,覚",N/A,N/A,N/A,N/A,げんかく,げんかく,Ảo Giác,
幼い,vocab,34,幼,N/A,N/A,N/A,N/A,おさない,おさない,Trẻ Con,Ngây Thơ
幼なじみ,vocab,34,幼,N/A,N/A,N/A,N/A,おさななじみ,おさななじみ,Osananajimi,
幼児,vocab,39,"幼,児",N/A,N/A,N/A,N/A,ようじ,ようじ,Trẻ Con,
幼稚園,vocab,34,"幼,稚,園",N/A,N/A,N/A,N/A,ようちえん,ようちえん,Youchien,Trường Mẫu Giáo
幼稚,vocab,34,"幼,稚",N/A,N/A,N/A,N/A,ようち,ようち,Youchi,Trẻ Con
幽霊,vocab,54,"幽,霊",N/A,N/A,N/A,N/A,ゆうれい,ゆうれい,Ma,
幾つ,vocab,46,幾,N/A,N/A,N/A,N/A,いくつ,いくつ,Ikutsu,
幾ら,vocab,46,幾,N/A,N/A,N/A,N/A,いくら,いくら,Itsura,
広い,vocab,8,広,N/A,N/A,N/A,N/A,ひろい,ひろい,Rộng,
広がる,vocab,8,広,N/A,N/A,N/A,N/A,ひろがる,ひろがる,Mở Rộng,Lan Rộng
広げる,vocab,8,広,N/A,N/A,N/A,N/A,ひろげる,ひろげる,Mở Rộng,Lan Rộng
広告,vocab,10,"広,告",N/A,N/A,N/A,N/A,こうこく,こうこく,Quảng Cáo,
広場,vocab,10,"広,場",N/A,N/A,N/A,N/A,ひろば,ひろば,Quảng Trường,
床,vocab,19,床,N/A,N/A,N/A,N/A,ゆか,ゆか,Sàn,
床屋,vocab,19,"床,屋",N/A,N/A,N/A,N/A,とこや,とこや,Tokoya,
床の間,vocab,19,"床,間",N/A,N/A,N/A,N/A,とこのま,とこのま,Tokonoma,
底,vocab,44,底,N/A,N/A,N/A,N/A,そこ,そこ,Đáy,
店員,vocab,16,"店,員",N/A,N/A,N/A,N/A,てんいん,てんいん,Tenin,Nhân Viên Tiệm
店舗,vocab,69,"店,舗",N/A,N/A,N/A,N/A,てんぽ,てんぽ,Tenpo,
店長,vocab,16,"店,長",N/A,N/A,N/A,N/A,てんちょう,てんちょう,Tenchou,Tiệm Trưởng
度胸,vocab,55,"度,胸",N/A,N/A,N/A,N/A,どきょう,どきょう,Can Đảm,
座る,vocab,10,座,N/A,N/A,N/A,N/A,すわる,すわる,Ngồi,
座席,vocab,27,"座,席",N/A,N/A,N/A,N/A,ざせき,ざせき,Chỗ Ngồi,
座禅,vocab,33,"座,禅",N/A,N/A,N/A,N/A,ざぜん,ざぜん,Zazen,Ngồi Thiền
庫,vocab,21,庫,N/A,N/A,N/A,N/A,くら,くら,Kho,Kura
庭,vocab,54,庭,N/A,N/A,N/A,N/A,にわ,にわ,Sân,
庭園,vocab,54,"庭,園",N/A,N/A,N/A,N/A,ていえん,ていえん,Vườn,
廃棄,vocab,66,"廃,棄",N/A,N/A,N/A,N/A,はいき,はいき,Tiêu Hủy,
廃止,vocab,66,"廃,止",N/A,N/A,N/A,N/A,はいし,はいし,Hủy Bỏ,
廊下,vocab,65,"廊,下",N/A,N/A,N/A,N/A,ろうか,ろうか,Hành Lang,
延ばす,vocab,44,延,N/A,N/A,N/A,N/A,のばす,のばす,Hoãn,Nobasu
延びる,vocab,44,延,N/A,N/A,N/A,N/A,のびる,のびる,Hoãn,Nobiru
延期,vocab,44,"延,期",N/A,N/A,N/A,N/A,えんき,えんき,Hoãn,
延長,vocab,44,"延,長",N/A,N/A,N/A,N/A,えんちょう,えんちょう,Kéo Dài,Enchou
建つ,vocab,17,建,N/A,N/A,N/A,N/A,たつ,たつ,Được Xây,
建てる,vocab,17,建,N/A,N/A,N/A,N/A,たてる,たてる,Xây,
建前,vocab,17,"建,前",N/A,N/A,N/A,N/A,たてまえ,たてまえ,Tatemae,
建物,vocab,17,"建,物",N/A,N/A,N/A,N/A,たてもの,たてもの,Tatemono,
建築,vocab,21,"建,築",N/A,N/A,N/A,N/A,けんちく,けんちく,Kiến Trúc,
建築家,vocab,21,"建,築,家",N/A,N/A,N/A,N/A,けんちくか,けんちくか,Kiến Trúc Sư,
建設,vocab,36,"建,設",N/A,N/A,N/A,N/A,けんせつ,けんせつ,Kiến Thiết,
弁当,vocab,19,"弁,当",N/A,N/A,N/A,N/A,べんとう,べんとう,Bento,Bentou
弁護士,vocab,45,"弁,護,士",N/A,N/A,N/A,N/A,べんごし,べんごし,Luật Sư,
